Designator,Mid X,Mid Y,Rotation,Layer
C1,9.5,8.0,90.0,top
D1,14.0,8.0,180.0,top
J1,5.65,1.65,180.0,top
J2,30.3,1.65,180.0,top
J3,34.0,1.65,180.0,top
J4,14.5,13.5,270.0,top
J5,14.5,2.5,270.0,top
J6,23.5,13.5,270.0,top
J8,23.5,2.5,270.0,top
R1,14.0,10.5,0.0,top
R2,14.0,5.5,0.0,top
R3,17.5,10.0,0.0,top
R4,17.5,6.0,0.0,top
R5,11.5,8.0,270.0,top
